date,value
2023-01-01,0.08840
2023-02-01,500.84200
2023-03-01,1.38708
2023-04-01,0.00000
2023-05-01,500.84200
2023-06-01,1001.77651
2023-07-01,0.00000
2023-08-01,507.15500
2023-09-01,0.00000
2023-10-01,0.00000
2023-11-01,8970.00000
2023-12-01,1062.70800
2024-01-01,0.00000
2024-02-01,0.00000
2024-03-01,2.44062
2024-04-01,360.40000
2024-05-01,0.00000
2024-06-01,0.00000
2024-07-01,0.00000
2024-08-01,0.00000
2024-09-01,4757.50000
2024-10-01,0.00000
2024-11-01,0.00000
2024-12-01,1.11387
2025-01-01,0.00000
2025-02-01,0.00000
2025-03-01,0.00000
2025-04-01,0.00000
2025-05-01,0.00000
2025-06-01,1935.87710
2025-07-01,0.00000
2025-08-01,0.00000
2025-09-01,0.00000
2025-10-01,0.00000
2025-11-01,0.00000
2025-12-01,0.00000
2026-01-01,0.00000
2026-02-01,0.00000
2026-03-01,1986.07500
2026-04-01,14006.80294
2026-05-01,572.10000
2026-06-01,0.46699
2026-07-01,0.00000
2026-08-01,0.00000
